cycle,range_bin,doppler_bin,output_hex
4080405000,375,23,0028ff3e
4080415000,375,24,00880030
4080425000,375,25,ff9b0003
4080435000,375,26,ffda006d
4080445000,375,27,ffbcff9c
4080455000,375,28,0010ff90
4080465000,375,29,00d5000b
4080475000,375,30,ff3a00e3
4080485000,375,31,0028ff3e
4082365000,376,0,004e000f
4082375000,376,1,ffd6ff49
4082385000,376,2,ffc00089
4082395000,376,3,ffdf0035
4082405000,376,4,0042ff2f
4082415000,376,5,00660101
4082425000,376,6,ff6cff75
4082435000,376,7,00290045
4082445000,376,8,004e000f
4082455000,376,9,ffd6ff49
4082465000,376,10,ffc00089
4082475000,376,11,ffdf0035
4082485000,376,12,0042ff2f
4082495000,376,13,00660101
4082505000,376,14,ff6cff75
4082515000,376,15,00290045
4084395000,376,16,0130ffbd
4084405000,376,17,ff390041
4084415000,376,18,ffb40042
4084425000,376,19,0012ffa0
4084435000,376,20,0036004f
4084445000,376,21,0009ffa7
4084455000,376,22,fffe00ee
4084465000,376,23,ff5cff6c
4084475000,376,24,0130ffbd
4084485000,376,25,ff390041
4084495000,376,26,ffb40042
4084505000,376,27,0012ffa0
4084515000,376,28,0036004f
4084525000,376,29,0009ffa7
4084535000,376,30,fffe00ee
4084545000,376,31,ff5cff6c
4086425000,377,0,0078ff89
4086435000,377,1,006e0084
4086445000,377,2,ff85ff5e
4086455000,377,3,fff300c9
4086465000,377,4,ffdcff4f
4086475000,377,5,008800cc
4086485000,377,6,ff5bff1a
4086495000,377,7,ffe30097
4086505000,377,8,0078ff89
4086515000,377,9,006e0084
4086525000,377,10,ff85ff5e
4086535000,377,11,fff300c9
4086545000,377,12,ffdcff4f
4086555000,377,13,008800cc
4086565000,377,14,ff5bff1a
4086575000,377,15,ffe30097
4088455000,377,16,00de00a2
4088465000,377,17,ffe2fff6
4088475000,377,18,ff51ffe4
4088485000,377,19,00800065
4088495000,377,20,ff64ffba
4088505000,377,21,00fc004e
4088515000,377,22,ff510048
4088525000,377,23,ff96ff0f
4088535000,377,24,00de00a2
4088545000,377,25,ffe2fff6
4088555000,377,26,ff51ffe4
4088565000,377,27,00800065
4088575000,377,28,ff64ffba
4088585000,377,29,00fc004e
4088595000,377,30,ff510048
4088605000,377,31,ff96ff0f
4090485000,378,0,ffccff81
4090495000,378,1,00280070
4090505000,378,2,ff7effc4
4090515000,378,3,0022ffcb
4090525000,378,4,00a20013
4090535000,378,5,ff6a0062
4090545000,378,6,007cff40
4090555000,378,7,ffe400cb
4090565000,378,8,ffccff81
4090575000,378,9,00280070
4090585000,378,10,ff7effc4
4090595000,378,11,0022ffcb
4090605000,378,12,00a20013
4090615000,378,13,ff6a0062
4090625000,378,14,007cff40
4090635000,378,15,ffe400cb
4092515000,378,16,013dffdd
4092525000,378,17,fef40070
4092535000,378,18,0146ff8d
4092545000,378,19,fe930067
4092555000,378,20,0071ff57
4092565000,378,21,00d00088
4092575000,378,22,ff84002b
4092585000,378,23,ff79ff7d
4092595000,378,24,013dffdd
4092605000,378,25,fef40070
4092615000,378,26,0146ff8d
4092625000,378,27,fe930067
4092635000,378,28,0071ff57
4092645000,378,29,00d00088
4092655000,378,30,ff84002b
4092665000,378,31,ff79ff7d
4094545000,379,0,0072004d
4094555000,379,1,006fff9e
4094565000,379,2,ff3d0031
4094575000,379,3,000d0000
4094585000,379,4,0010fff1
4094595000,379,5,007dffea
4094605000,379,6,ff350045
4094615000,379,7,0013ffc4
4094625000,379,8,0072004d
4094635000,379,9,006fff9e
4094645000,379,10,ff3d0031
4094655000,379,11,000d0000
4094665000,379,12,0010fff1
4094675000,379,13,007dffea
4094685000,379,14,ff350045
4094695000,379,15,0013ffc4
4096575000,379,16,01380045
4096585000,379,17,ff00005e
4096595000,379,18,ffe1ffad
4096605000,379,19,0043002e
4096615000,379,20,ffac0017
4096625000,379,21,00beff96
4096635000,379,22,ff57007b
4096645000,379,23,0023ff6a
4096655000,379,24,01380045
4096665000,379,25,ff00005e
4096675000,379,26,ffe1ffad
4096685000,379,27,0043002e
4096695000,379,28,ffac0017
4096705000,379,29,00beff96
4096715000,379,30,ff57007b
4096725000,379,31,0023ff6a
4098605000,380,0,ffeb0056
4098615000,380,1,0009ff5d
4098625000,380,2,ffbf003a
4098635000,380,3,00b7ff8a
4098645000,380,4,fef700f6
4098655000,380,5,0035ff59
4098665000,380,6,00770002
4098675000,380,7,fff30038
4098685000,380,8,ffeb0056
4098695000,380,9,0009ff5d
4098705000,380,10,ffbf003a
4098715000,380,11,00b7ff8a
4098725000,380,12,fef700f6
4098735000,380,13,0035ff59
4098745000,380,14,00770002
4098755000,380,15,fff30038
4100635000,380,16,00b7ff89
4100645000,380,17,ffd8ffb2
4100655000,380,18,ffd5009e
4100665000,380,19,0000001d
4100675000,380,20,ffc1ffad
4100685000,380,21,009affd6
4100695000,380,22,ffb30018
4100705000,380,23,ffd6003f
4100715000,380,24,00b7ff89
4100725000,380,25,ffd8ffb2
4100735000,380,26,ffd5009e
4100745000,380,27,0000001d
4100755000,380,28,ffc1ffad
4100765000,380,29,009affd6
4100775000,380,30,ffb30018
4100785000,380,31,ffd6003f
4102665000,381,0,fffcffb3
4102675000,381,1,008a0085
4102685000,381,2,ffb0ff1f
4102695000,381,3,00150154
4102705000,381,4,ffb4ffa1
4102715000,381,5,ffbafecd
4102725000,381,6,00bc008d
4102735000,381,7,ff8b005a
4102745000,381,8,fffcffb3
4102755000,381,9,008a0085
4102765000,381,10,ffb0ff1f
4102775000,381,11,00150154
4102785000,381,12,ffb4ffa1
4102795000,381,13,ffbafecd
4102805000,381,14,00bc008d
4102815000,381,15,ff8b005a
4104695000,381,16,ffccffe9
4104705000,381,17,0025fff3
4104715000,381,18,005fffd7
4104725000,381,19,00310100
4104735000,381,20,fee0ff63
4104745000,381,21,00b7ffd3
4104755000,381,22,0025fff9
4104765000,381,23,001b0006
4104775000,381,24,ffccffe9
4104785000,381,25,0025fff3
4104795000,381,26,005fffd7
4104805000,381,27,00310100
4104815000,381,28,fee0ff63
4104825000,381,29,00b7ffd3
4104835000,381,30,0025fff9
4104845000,381,31,001b0006
4106725000,382,0,fffefff9
4106735000,382,1,ffeaffc1
4106745000,382,2,fffb0050
4106755000,382,3,00240042
4106765000,382,4,fffcffa1
4106775000,382,5,000c003f
4106785000,382,6,ffd7ffda
4106795000,382,7,001afffa
4106805000,382,8,fffefff9
4106815000,382,9,ffeaffc1
4106825000,382,10,fffb0050
4106835000,382,11,00240042
4106845000,382,12,fffcffa1
4106855000,382,13,000c003f
4106865000,382,14,ffd7ffda
4106875000,382,15,001afffa
4108755000,382,16,ffde00a9
4108765000,382,17,ffb2fedf
4108775000,382,18,00afffbb
4108785000,382,19,ffb30152
4108795000,382,20,ff94ff09
4108805000,382,21,0082ffab
4108815000,382,22,000b0087
4108825000,382,23,001dffb0
4108835000,382,24,ffde00a9
4108845000,382,25,ffb2fedf
4108855000,382,26,00afffbb
4108865000,382,27,ffb30152
4108875000,382,28,ff94ff09
4108885000,382,29,0082ffab
4108895000,382,30,000b0087
4108905000,382,31,001dffb0
4110785000,383,0,0028011d
4110795000,383,1,002dff5f
4110805000,383,2,ffa8ffe5
4110815000,383,3,006000dd
4110825000,383,4,ff9eff71
4110835000,383,5,002bff6f
4110845000,383,6,ffae0125
4110855000,383,7,002cfebd
4110865000,383,8,0028011d
4110875000,383,9,002dff5f
4110885000,383,10,ffa8ffe5
4110895000,383,11,006000dd
4110905000,383,12,ff9eff71
4110915000,383,13,002bff6f
4110925000,383,14,ffae0125
4110935000,383,15,002cfebd
4112815000,383,16,00e0ff7a
4112825000,383,17,ffa500b0
4112835000,383,18,ffd5ff93
4112845000,383,19,00580086
4112855000,383,20,ffceff48
4112865000,383,21,ff91fff4
4112875000,383,22,01e50037
4112885000,383,23,fe420022
4112895000,383,24,00e0ff7a
4112905000,383,25,ffa500b0
4112915000,383,26,ffd5ff93
4112925000,383,27,00580086
4112935000,383,28,ffceff48
4112945000,383,29,ff91fff4
4112955000,383,30,01e50037
4112965000,383,31,fe420022
4114845000,384,0,0092ff6a
4114855000,384,1,ff730031
4114865000,384,2,0012000c
4114875000,384,3,00b3ffe5
4114885000,384,4,ff8efff4
4114895000,384,5,0033ffb9
4114905000,384,6,fff60066
4114915000,384,7,ff7f0061
4114925000,384,8,0092ff6a
4114935000,384,9,ff730031
4114945000,384,10,0012000c
4114955000,384,11,00b3ffe5
4114965000,384,12,ff8efff4
4114975000,384,13,0033ffb9
4114985000,384,14,fff60066
4114995000,384,15,ff7f0061
4116875000,384,16,0125001c
4116885000,384,17,ff09ffb6
4116895000,384,18,00990053
4116905000,384,19,ffd70048
4116915000,384,20,ff5dffa4
4116925000,384,21,0079fee4
4116935000,384,22,006901c9
4116945000,384,23,ff3bfed2
4116955000,384,24,0125001c
4116965000,384,25,ff09ffb6
4116975000,384,26,00990053
4116985000,384,27,ffd70048
4116995000,384,28,ff5dffa4
4117005000,384,29,0079fee4
4117015000,384,30,006901c9
4117025000,384,31,ff3bfed2
4118905000,385,0,00f9ff90
4118915000,385,1,ff2a0056
4118925000,385,2,0064ff78
4118935000,385,3,00360056
4118945000,385,4,005f003c
4118955000,385,5,ff4cfff2
4118965000,385,6,00a40034
4118975000,385,7,fef4ffea
4118985000,385,8,00f9ff90
4118995000,385,9,ff2a0056
4119005000,385,10,0064ff78
4119015000,385,11,00360056
4119025000,385,12,005f003c
4119035000,385,13,ff4cfff2
4119045000,385,14,00a40034
4119055000,385,15,fef4ffea
4120935000,385,16,0057ffbb
4120945000,385,17,0031004d
4120955000,385,18,ffd5ffee
4120965000,385,19,0035003b
4120975000,385,20,fefbffdf
4120985000,385,21,00d1ff6f
4120995000,385,22,007500c8
4121005000,385,23,ff6dffb9
4121015000,385,24,0057ffbb
4121025000,385,25,0031004d
4121035000,385,26,ffd5ffee
4121045000,385,27,0035003b
4121055000,385,28,fefbffdf
4121065000,385,29,00d1ff6f
4121075000,385,30,007500c8
4121085000,385,31,ff6dffb9
4122965000,386,0,fff9ff1e
4122975000,386,1,00580124
4122985000,386,2,fffeff3f
4122995000,386,3,ff59001e
4123005000,386,4,007b002e
4123015000,386,5,ffb4ffd2
4123025000,386,6,006600b1
4123035000,386,7,ffc3ffb0
4123045000,386,8,fff9ff1e
4123055000,386,9,00580124
4123065000,386,10,fffeff3f
4123075000,386,11,ff59001e
4123085000,386,12,007b002e
4123095000,386,13,ffb4ffd2
4123105000,386,14,006600b1
4123115000,386,15,ffc3ffb0
4124995000,386,16,002eff07
4125005000,386,17,001f0047
4125015000,386,18,0046ffbd
4125025000,386,19,ff7a0096
4125035000,386,20,00bcff91
4125045000,386,21,ffbfffe1
4125055000,386,22,009c0077
4125065000,386,23,ff54006e
4125075000,386,24,002eff07
4125085000,386,25,001f0047
4125095000,386,26,0046ffbd
4125105000,386,27,ff7a0096
4125115000,386,28,00bcff91
4125125000,386,29,ffbfffe1
4125135000,386,30,009c0077
4125145000,386,31,ff54006e
4127025000,387,0,001e0013
4127035000,387,1,ffc5fffc
4127045000,387,2,fff2ffd1
4127055000,387,3,ffedffb1
4127065000,387,4,010afff9
4127075000,387,5,ff050110
4127085000,387,6,fff2fedf
4127095000,387,7,003d0087
4127105000,387,8,001e0013
4127115000,387,9,ffc5fffc
4127125000,387,10,fff2ffd1
4127135000,387,11,ffedffb1
4127145000,387,12,010afff9
4127155000,387,13,ff050110
4127165000,387,14,fff2fedf
4127175000,387,15,003d0087
4129055000,387,16,ffbdffd9
4129065000,387,17,0059fff6
4129075000,387,18,ffcd0086
4129085000,387,19,0010ffe8
4129095000,387,20,ffcbff99
4129105000,387,21,ffc5002a
4129115000,387,22,009700c0
4129125000,387,23,ff9effa0
4129135000,387,24,ffbdffd9
4129145000,387,25,0059fff6
4129155000,387,26,ffcd0086
4129165000,387,27,0010ffe8
4129175000,387,28,ffcbff99
4129185000,387,29,ffc5002a
4129195000,387,30,009700c0
4129205000,387,31,ff9effa0
4131085000,388,0,01410010
4131095000,388,1,ff4b0056
4131105000,388,2,ffea000b
4131115000,388,3,0071fec2
4131125000,388,4,fff50112
4131135000,388,5,ff970022
4131145000,388,6,00f8ffb7
4131155000,388,7,fe95ffe2
4131165000,388,8,01410010
4131175000,388,9,ff4b0056
4131185000,388,10,ffea000b
4131195000,388,11,0071fec2
4131205000,388,12,fff50112
4131215000,388,13,ff970022
4131225000,388,14,00f8ffb7
4131235000,388,15,fe95ffe2
4133115000,388,16,ffee002c
4133125000,388,17,ffd8ff81
4133135000,388,18,003300d0
4133145000,388,19,ffc2ffa6
4133155000,388,20,0048fffc
4133165000,388,21,0018ffdd
4133175000,388,22,ff530084
4133185000,388,23,00aaffa8
4133195000,388,24,ffee002c
4133205000,388,25,ffd8ff81
4133215000,388,26,003300d0
4133225000,388,27,ffc2ffa6
4133235000,388,28,0048fffc
4133245000,388,29,0018ffdd
4133255000,388,30,ff530084
4133265000,388,31,00aaffa8
4135145000,389,0,ff7b0122
4135155000,389,1,0033ffe3
4135165000,389,2,0039ff2c
4135175000,389,3,ffa600be
4135185000,389,4,fff5ffac
4135195000,389,5,005f004f
4135205000,389,6,ff8bfff2
4135215000,389,7,0094ff24
4135225000,389,8,ff7b0122
4135235000,389,9,0033ffe3
4135245000,389,10,0039ff2c
4135255000,389,11,ffa600be
4135265000,389,12,fff5ffac
4135275000,389,13,005f004f
4135285000,389,14,ff8bfff2
4135295000,389,15,0094ff24
4137175000,389,16,ffb6ffec
4137185000,389,17,0075ffbe
4137195000,389,18,ffab0063
4137205000,389,19,ff91ff63
4137215000,389,20,00e400e2
4137225000,389,21,ffefffcc
4137235000,389,22,ff73ff6b
4137245000,389,23,008300a7
4137255000,389,24,ffb6ffec
4137265000,389,25,0075ffbe
4137275000,389,26,ffab0063
4137285000,389,27,ff91ff63
4137295000,389,28,00e400e2
4137305000,389,29,ffefffcc
4137315000,389,30,ff73ff6b
4137325000,389,31,008300a7
4139205000,390,0,ffa900f2
4139215000,390,1,0052ffe8
4139225000,390,2,ffb9ff3d
4139235000,390,3,0079009b
4139245000,390,4,ff93ffe4
4139255000,390,5,005cffa0
4139265000,390,6,ffa30159
4139275000,390,7,0041fe71
4139285000,390,8,ffa900f2
4139295000,390,9,0052ffe8
4139305000,390,10,ffb9ff3d
4139315000,390,11,0079009b
4139325000,390,12,ff93ffe4
4139335000,390,13,005cffa0
4139345000,390,14,ffa30159
4139355000,390,15,0041fe71
4141235000,390,16,00350036
4141245000,390,17,ff3effa2
4141255000,390,18,0098ff6e
4141265000,390,19,ff5b0085
4141275000,390,20,0073ffea
4141285000,390,21,ffd4008c
4141295000,390,22,000cfe86
4141305000,390,23,00370131
4141315000,390,24,00350036
4141325000,390,25,ff3effa2
4141335000,390,26,0098ff6e
4141345000,390,27,ff5b0085
4141355000,390,28,0073ffea
4141365000,390,29,ffd4008c
4141375000,390,30,000cfe86
4141385000,390,31,00370131
4143265000,391,0,fff900e5
4143275000,391,1,ffc1ffef
4143285000,391,2,0012ffc0
4143295000,391,3,0055000b
4143305000,391,4,ffc9ffb1
4143315000,391,5,ffcf0065
4143325000,391,6,004c0082
4143335000,391,7,fffbfec9
4143345000,391,8,fff900e5
4143355000,391,9,ffc1ffef
4143365000,391,10,0012ffc0
4143375000,391,11,0055000b
4143385000,391,12,ffc9ffb1
4143395000,391,13,ffcf0065
4143405000,391,14,004c0082
4143415000,391,15,fffbfec9
4145295000,391,16,ff62ffe9
4145305000,391,17,0083ff95
4145315000,391,18,0017004e
4145325000,391,19,ffa90069
4145335000,391,20,0006ff59
4145345000,391,21,ffd100e9
4145355000,391,22,00b9fe14
4145365000,391,23,00130185
4145375000,391,24,ff62ffe9
4145385000,391,25,0083ff95
4145395000,391,26,0017004e
4145405000,391,27,ffa90069
4145415000,391,28,0006ff59
4145425000,391,29,ffd100e9
4145435000,391,30,00b9fe14
4145445000,391,31,00130185
4147325000,392,0,007b001f
4147335000,392,1,ffd9ff94
4147345000,392,2,ff78ffe3
4147355000,392,3,00ed0023
4147365000,392,4,fef1fffb
4147375000,392,5,016b000c
4147385000,392,6,ff18000b
4147395000,392,7,ffd30035
4147405000,392,8,007b001f
4147415000,392,9,ffd9ff94
4147425000,392,10,ff78ffe3
4147435000,392,11,00ed0023
4147445000,392,12,fef1fffb
4147455000,392,13,016b000c
4147465000,392,14,ff18000b
4147475000,392,15,ffd30035
4149355000,392,16,012c0090
4149365000,392,17,fea9ffba
4149375000,392,18,007f001f
4149385000,392,19,ffc5ffd7
4149395000,392,20,0068ff96
4149405000,392,21,001f009e
4149415000,392,22,ff61ffaf
4149425000,392,23,003fff85
4149435000,392,24,012c0090
4149445000,392,25,fea9ffba
4149455000,392,26,007f001f
4149465000,392,27,ffc5ffd7
4149475000,392,28,0068ff96
4149485000,392,29,001f009e
4149495000,392,30,ff61ffaf
4149505000,392,31,003fff85
4151385000,393,0,ff31005d
4151395000,393,1,002fffee
4151405000,393,2,0025ff36
4151415000,393,3,ffee0089
4151425000,393,4,0031ffdd
4151435000,393,5,004700ee
4151445000,393,6,feb1fee4
4151455000,393,7,01640047
4151465000,393,8,ff31005d
4151475000,393,9,002fffee
4151485000,393,10,0025ff36
4151495000,393,11,ffee0089
4151505000,393,12,0031ffdd
4151515000,393,13,004700ee
4151525000,393,14,feb1fee4
4151535000,393,15,01640047
4153415000,393,16,ffafffa4
4153425000,393,17,007effe2
4153435000,393,18,ffe80065
4153445000,393,19,ffdcffb3
4153455000,393,20,0053ffec
4153465000,393,21,001800b0
4153475000,393,22,ffbeffe3
4153485000,393,23,ffd60013
4153495000,393,24,ffafffa4
4153505000,393,25,007effe2
4153515000,393,26,ffe80065
4153525000,393,27,ffdcffb3
4153535000,393,28,0053ffec
4153545000,393,29,001800b0
4153555000,393,30,ffbeffe3
4153565000,393,31,ffd60013
4155445000,394,0,ff6fff1e
4155455000,394,1,ffdd0055
4155465000,394,2,007aff9a
4155475000,394,3,002300cb
4155485000,394,4,ff91fff8
4155495000,394,5,009fff81
4155505000,394,6,ff0afff8
4155515000,394,7,00dd00b7
4155525000,394,8,ff6fff1e
4155535000,394,9,ffdd0055
4155545000,394,10,007aff9a
4155555000,394,11,002300cb
4155565000,394,12,ff91fff8
4155575000,394,13,009fff81
4155585000,394,14,ff0afff8
4155595000,394,15,00dd00b7
4157475000,394,16,01dfffa7
4157485000,394,17,ff28002c
4157495000,394,18,0019ff90
4157505000,394,19,fffd0089
4157515000,394,20,008bffcf
4157525000,394,21,fff60034
4157535000,394,22,004d0016
4157545000,394,23,fe9dffcb
4157555000,394,24,01dfffa7
4157565000,394,25,ff28002c
4157575000,394,26,0019ff90
4157585000,394,27,fffd0089
4157595000,394,28,008bffcf
4157605000,394,29,fff60034
4157615000,394,30,004d0016
4157625000,394,31,fe9dffcb
4159505000,395,0,ffe0001d
4159515000,395,1,ff75ff62
4159525000,395,2,00c30099
4159535000,395,3,ffc7ffc2
4159545000,395,4,0026ffd1
4159555000,395,5,ffd10126
4159565000,395,6,ff4ffe4d
4159575000,395,7,00db00e2
4159585000,395,8,ffe0001d
4159595000,395,9,ff75ff62
4159605000,395,10,00c30099
4159615000,395,11,ffc7ffc2
4159625000,395,12,0026ffd1
4159635000,395,13,ffd10126
4159645000,395,14,ff4ffe4d
4159655000,395,15,00db00e2
4161535000,395,16,005affb0
4161545000,395,17,0039ffee
4161555000,395,18,005700ba
4161565000,395,19,ff440048
4161575000,395,20,ffe6ff26
4161585000,395,21,00b10014
4161595000,395,22,ff9100e4
4161605000,395,23,ffcaff62
4161615000,395,24,005affb0
4161625000,395,25,0039ffee
4161635000,395,26,005700ba
4161645000,395,27,ff440048
4161655000,395,28,ffe6ff26
4161665000,395,29,00b10014
4161675000,395,30,ff9100e4
4161685000,395,31,ffcaff62
4163565000,396,0,0058000f
4163575000,396,1,ff8affca
4163585000,396,2,000b00e5
4163595000,396,3,0052fe96
4163605000,396,4,ffea002d
4163615000,396,5,ffc80150
4163625000,396,6,ffb7fed3
4163635000,396,7,0058005c
4163645000,396,8,0058000f
4163655000,396,9,ff8affca
4163665000,396,10,000b00e5
4163675000,396,11,0052fe96
4163685000,396,12,ffea002d
4163695000,396,13,ffc80150
4163705000,396,14,ffb7fed3
4163715000,396,15,0058005c
4165595000,396,16,0169ff76
4165605000,396,17,ff6b007b
4165615000,396,18,001e0066
4165625000,396,19,fff6ffcd
4165635000,396,20,001bffde
4165645000,396,21,ffcdff5f
4165655000,396,22,006e016a
4165665000,396,23,fed2ff25
4165675000,396,24,0169ff76
4165685000,396,25,ff6b007b
4165695000,396,26,001e0066
4165705000,396,27,fff6ffcd
4165715000,396,28,001bffde
4165725000,396,29,ffcdff5f
4165735000,396,30,006e016a
4165745000,396,31,fed2ff25
4167625000,397,0,005900f0
4167635000,397,1,fee1ff4a
4167645000,397,2,010700c7
4167655000,397,3,fed6ff38
4167665000,397,4,012d0068
4167675000,397,5,fff5ff98
4167685000,397,6,feb70075
4167695000,397,7,0110ff52
4167705000,397,8,005900f0
4167715000,397,9,fee1ff4a
4167725000,397,10,010700c7
4167735000,397,11,fed6ff38
4167745000,397,12,012d0068
4167755000,397,13,fff5ff98
4167765000,397,14,feb70075
4167775000,397,15,0110ff52
4169655000,397,16,00b3ff26
4169665000,397,17,006a00b0
4169675000,397,18,ff59fffb
4169685000,397,19,007c0002
4169695000,397,20,ff3b0022
4169705000,397,21,007cffa8
4169715000,397,22,00950069
4169725000,397,23,fefa0012
4169735000,397,24,00b3ff26
4169745000,397,25,006a00b0
4169755000,397,26,ff59fffb
4169765000,397,27,007c0002
4169775000,397,28,ff3b0022
4169785000,397,29,007cffa8
4169795000,397,30,00950069
4169805000,397,31,fefa0012
4171685000,398,0,ff35ff8f
4171695000,398,1,0085003f
4171705000,398,2,ff9cfff3
4171715000,398,3,ffdf003f
4171725000,398,4,0087ff5f
4171735000,398,5,003d00e9
4171745000,398,6,feecff8b
4171755000,398,7,011b002d
4171765000,398,8,ff35ff8f
4171775000,398,9,0085003f
4171785000,398,10,ff9cfff3
4171795000,398,11,ffdf003f
4171805000,398,12,0087ff5f
4171815000,398,13,003d00e9
4171825000,398,14,feecff8b
4171835000,398,15,011b002d
4173715000,398,16,0033ffbc
4173725000,398,17,0018ff70
4173735000,398,18,004000a9
4173745000,398,19,fef6ffe2
4173755000,398,20,00f3ffd4
4173765000,398,21,ffce0000
4173775000,398,22,001a001f
4173785000,398,23,ffcc004e
4173795000,398,24,0033ffbc
4173805000,398,25,0018ff70
4173815000,398,26,004000a9
4173825000,398,27,fef6ffe2
4173835000,398,28,00f3ffd4
4173845000,398,29,ffce0000
4173855000,398,30,001a001f
4173865000,398,31,ffcc004e
4175745000,399,0,fee70022
4175755000,399,1,009efff3
4175765000,399,2,ffad005e
4175775000,399,3,0058feed
4175785000,399,4,ffb300a8
4175795000,399,5,00520079
4175805000,399,6,ff49fe80
4175815000,399,7,012800ff
4175825000,399,8,fee70022
4175835000,399,9,009efff3
4175845000,399,10,ffad005e
4175855000,399,11,0058feed
4175865000,399,12,ffb300a8
4175875000,399,13,00520079
4175885000,399,14,ff49fe80
4175895000,399,15,012800ff
4177775000,399,16,ffecff2a
4177785000,399,17,0025005a
4177795000,399,18,fffc004a
4177805000,399,19,ff810008
4177815000,399,20,003aff82
4177825000,399,21,ffdd007c
4177835000,399,22,ffd2ff46
4177845000,399,23,003900c6
4177855000,399,24,ffecff2a
4177865000,399,25,0025005a
4177875000,399,26,fffc004a
4177885000,399,27,ff810008
4177895000,399,28,003aff82
4177905000,399,29,ffdd007c
4177915000,399,30,ffd2ff46
4177925000,399,31,003900c6
4179805000,400,0,ffc9007e
4179815000,400,1,ff05ff51
4179825000,400,2,0070002e
4179835000,400,3,003dfff7
4179845000,400,4,ffe3ff7a
4179855000,400,5,0057010d
4179865000,400,6,ffa0fe5a
4179875000,400,7,00ab012b
4179885000,400,8,ffc9007e
4179895000,400,9,ff05ff51
4179905000,400,10,0070002e
4179915000,400,11,003dfff7
4179925000,400,12,ffe3ff7a
4179935000,400,13,0057010d
4179945000,400,14,ffa0fe5a
4179955000,400,15,00ab012b
4181835000,400,16,00b6006d
4181845000,400,17,ff13ff07
4181855000,400,18,009f0122
4181865000,400,19,ff4eff34
4181875000,400,20,009a000f
4181885000,400,21,000dfff9
4181895000,400,22,ff990062
4181905000,400,23,0002ff74
4181915000,400,24,00b6006d
4181925000,400,25,ff13ff07
4181935000,400,26,009f0122
4181945000,400,27,ff4eff34
4181955000,400,28,009a000f
4181965000,400,29,000dfff9
4181975000,400,30,ff990062
4181985000,400,31,0002ff74
4183865000,401,0,00da0073
4183875000,401,1,ff90ffad
4183885000,401,2,ffdf0066
4183895000,401,3,0056ff35
4183905000,401,4,fffa0179
4183915000,401,5,ff9aff69
4183925000,401,6,ffe1ff62
4183935000,401,7,ffec0001
4183945000,401,8,00da0073
4183955000,401,9,ff90ffad
4183965000,401,10,ffdf0066
4183975000,401,11,0056ff35
4183985000,401,12,fffa0179
4183995000,401,13,ff9aff69
4184005000,401,14,ffe1ff62
4184015000,401,15,ffec0001
4185895000,401,16,ffb20075
4185905000,401,17,006dfff7
4185915000,401,18,ff9bff92
4185925000,401,19,00ab003d
4185935000,401,20,ff82007b
4185945000,401,21,ffff000f
4185955000,401,22,0069ff0a
4185965000,401,23,00110039
4185975000,401,24,ffb20075
4185985000,401,25,006dfff7
4185995000,401,26,ff9bff92
4186005000,401,27,00ab003d
4186015000,401,28,ff82007b
4186025000,401,29,ffff000f
4186035000,401,30,0069ff0a
4186045000,401,31,00110039
4187925000,402,0,0025007a
4187935000,402,1,ff58ffaa
4187945000,402,2,0024ffd9
4187955000,402,3,00bffffe
4187965000,402,4,ff2f002a
4187975000,402,5,00380030
4187985000,402,6,ffe8fec7
4187995000,402,7,005100e4
4188005000,402,8,0025007a
4188015000,402,9,ff58ffaa
4188025000,402,10,0024ffd9
4188035000,402,11,00bffffe
4188045000,402,12,ff2f002a
4188055000,402,13,00380030
4188065000,402,14,ffe8fec7
4188075000,402,15,005100e4
4189955000,402,16,01650046
4189965000,402,17,fee2005c
4189975000,402,18,001bff6f
4189985000,402,19,ffd9001e
4189995000,402,20,008d0042
4190005000,402,21,ffec0002
4190015000,402,22,fff70055
4190025000,402,23,ff75ff58
4190035000,402,24,01650046
4190045000,402,25,fee2005c
4190055000,402,26,001bff6f
4190065000,402,27,ffd9001e
4190075000,402,28,008d0042
4190085000,402,29,ffec0002
4190095000,402,30,fff70055
4190105000,402,31,ff75ff58
4191985000,403,0,ff73004a
4191995000,403,1,004affe4
4192005000,403,2,001bffb5
4192015000,403,3,ffe7fff9
4192025000,403,4,00830046
4192035000,403,5,ff4e0084
4192045000,403,6,fffffe57
4192055000,403,7,00710103
4192065000,403,8,ff73004a
4192075000,403,9,004affe4
4192085000,403,10,001bffb5
4192095000,403,11,ffe7fff9
4192105000,403,12,00830046
4192115000,403,13,ff4e0084
4192125000,403,14,fffffe57
4192135000,403,15,00710103
4194015000,403,16,00db000d
4194025000,403,17,fffd005a
4194035000,403,18,ffdf0000
4194045000,403,19,ff9aff7c
4194055000,403,20,00170075
4194065000,403,21,00a3ff98
4194075000,403,22,000b010a
4194085000,403,23,fefaff2e
4194095000,403,24,00db000d
4194105000,403,25,fffd005a
4194115000,403,26,ffdf0000
4194125000,403,27,ff9aff7c
4194135000,403,28,00170075
4194145000,403,29,00a3ff98
4194155000,403,30,000b010a
4194165000,403,31,fefaff2e
4196045000,404,0,ffccff28
4196055000,404,1,ffabffc8
4196065000,404,2,ffc700e0
4196075000,404,3,00a3ff12
4196085000,404,4,00060078
4196095000,404,5,ff35ffee
4196105000,404,6,00e7fec0
4196115000,404,7,fffd01f8
4196125000,404,8,ffccff28
4196135000,404,9,ffabffc8
